

Start	2017-06-30 02:52:39	End	2017-06-30 02:52:46	Instance	08D6F647	Method	Reference Method	Msmts	1000	Iterations	500
Globals:	debugLevel=1	maxSwarmSize=1000000	reseedCounter=10000000	minimalExcitement=1.0E-4	logDir=./log	xmlDir=./xml	maxFullHistories=100	noOfBatchFileThreads=8	iniFilename=FlameModel.ini	defaultRandMin=1000	defaultRandMax=10000	defaultMeasurements=100	defaultIterations=500	defaultDimension=3	defaultHistories=10	defaultUseObservable=true
	msmt	iter	FlameClass	F_Row1_real	F_Row1_imag	F_Row2_real	F_Row2_imag	F_absQ	F_size	F_sDim	F_pDim	F_glb exc	F_loc exc[ 1]	F_loc exc[ 2]	F_NullPairsRe[ 0]	F_NullPairsIm[ 0]	F_NullPairsRe[ 1]	F_NullPairsIm[ 1]	F_NullPairsRe[ 2]	F_NullPairsIm[ 2]	F_NullPairsRe[ 3]	F_NullPairsIm[ 3]	F_obR1C1_real	F_obR1C1_imag	F_obR1C2_real	F_obR1C2_imag	F_obR2C1_real	F_obR2C1_imag	F_obR2C2_real	F_obR2C2_imag	F_P0I0	F_P0I1	F_P0I2	F_P0I3	F_P1I0	F_P1I1	F_P1I2	F_P1I3	F_P2I0	F_P2I1	F_P2I2	F_P2I3	F_P3I0	F_P3I1	F_P3I2	F_P3I3	F_R1C1_real	F_R1C1_imag	F_R1C2_real	F_R1C2_imag	F_R2C1_real	F_R2C1_imag	F_R2C2_real	F_R2C2_imag	F_peRow1_real	F_peRow1_imag	F_peRow2_real	F_peRow2_imag	F_evR1C1_real	F_evR1C1_imag	F_evR1C2_real	F_evR1C2_imag	F_evR2C1_real	F_evR2C1_imag	F_evR2C2_real	F_evR2C2_imag	F_ewRow1_real	F_ewRow1_imag	F_ewRow2_real	F_ewRow2_imag
	5	21	de.bzus.flame.process.PauliFlame	3,00000	-5,00000	101,00000	-127,00000	26364	10988	2	4	0,00515	0,00515	0,00515	981	985	393	400	342	374	933	947	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	1057	985	981	1029	393	400	417	422	342	375	375	374	933	975	983	947	26,00000	-16,00000	-23,00000	11,00000	-25,00000	-55,00000	126,00000	-72,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	5	22	de.bzus.flame.process.PauliFlame	6,00000	-3,00000	98,00000	-127,00000	25778	12065	2	4	0,00697	0,00697	0,00697	1098	1101	439	445	376	407	1007	1021	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	1174	1101	1098	1143	439	445	463	468	376	409	407	407	1007	1052	1055	1021	28,00000	-11,00000	-22,00000	8,00000	-26,00000	-54,00000	124,00000	-73,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	5	23	de.bzus.flame.process.PauliFlame	2,00000	-1,00000	98,00000	-129,00000	26250	13147	2	4	0,00076	0,00076	0,00076	1214	1212	483	492	408	440	1086	1099	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	1290	1212	1214	1255	483	492	509	514	408	440	440	440	1086	1131	1134	1099	28,00000	-11,00000	-26,00000	10,00000	-26,00000	-54,00000	124,00000	-75,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	5	24	de.bzus.flame.process.PauliFlame	0,00000	-1,00000	96,00000	-129,00000	25858	14259	2	4	0,00015	0,00015	0,00015	1333	1331	531	540	440	472	1165	1179	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	1407	1331	1333	1374	531	540	557	562	440	472	472	472	1165	1211	1213	1179	26,00000	-11,00000	-26,00000	10,00000	-26,00000	-54,00000	122,00000	-75,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	5	25	de.bzus.flame.process.PauliFlame	-1,00000	-1,00000	95,00000	-129,00000	25668	15362	2	4	0,00031	0,00031	0,00031	1450	1448	579	588	472	503	1244	1259	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	1523	1448	1450	1491	579	588	605	610	472	503	504	503	1244	1291	1292	1259	25,00000	-11,00000	-26,00000	10,00000	-26,00000	-54,00000	121,00000	-75,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	5	26	de.bzus.flame.process.PauliFlame	-1,00000	-1,00000	97,00000	-129,00000	26052	16464	2	4	0,00031	0,00031	0,00031	1565	1564	627	636	504	535	1323	1339	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	1639	1564	1565	1607	627	636	653	658	504	535	536	535	1323	1371	1372	1339	25,00000	-11,00000	-26,00000	10,00000	-26,00000	-54,00000	123,00000	-75,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	5	27	de.bzus.flame.process.PauliFlame	0,00000	-2,00000	96,00000	-128,00000	25604	17574	2	4	0,00062	0,00062	0,00062	1682	1681	675	684	536	567	1404	1420	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	1756	1681	1682	1724	675	684	701	706	536	567	567	567	1404	1452	1452	1420	26,00000	-11,00000	-26,00000	9,00000	-26,00000	-53,00000	122,00000	-75,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	5	28	de.bzus.flame.process.PauliFlame	0,00000	0,00000	96,00000	-124,00000	24592	18674	2	4	0,00000	0,00000	0,00000	1799	1798	723	732	567	598	1484	1500	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	1873	1798	1799	1838	723	732	749	754	567	598	597	598	1484	1532	1532	1500	26,00000	-8,00000	-26,00000	8,00000	-26,00000	-52,00000	122,00000	-72,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	msmt	iter	FlameClass	F_Row1_real	F_Row1_imag	F_Row2_real	F_Row2_imag	F_absQ	F_size	F_sDim	F_pDim	F_glb exc	F_loc exc[ 1]	F_loc exc[ 2]	F_NullPairsRe[ 0]	F_NullPairsIm[ 0]	F_NullPairsRe[ 1]	F_NullPairsIm[ 1]	F_NullPairsRe[ 2]	F_NullPairsIm[ 2]	F_NullPairsRe[ 3]	F_NullPairsIm[ 3]	F_obR1C1_real	F_obR1C1_imag	F_obR1C2_real	F_obR1C2_imag	F_obR2C1_real	F_obR2C1_imag	F_obR2C2_real	F_obR2C2_imag	F_P0I0	F_P0I1	F_P0I2	F_P0I3	F_P1I0	F_P1I1	F_P1I2	F_P1I3	F_P2I0	F_P2I1	F_P2I2	F_P2I3	F_P3I0	F_P3I1	F_P3I2	F_P3I3	F_R1C1_real	F_R1C1_imag	F_R1C2_real	F_R1C2_imag	F_R2C1_real	F_R2C1_imag	F_R2C2_real	F_R2C2_imag	F_peRow1_real	F_peRow1_imag	F_peRow2_real	F_peRow2_imag	F_evR1C1_real	F_evR1C1_imag	F_evR1C2_real	F_evR1C2_imag	F_evR2C1_real	F_evR2C1_imag	F_evR2C2_real	F_evR2C2_imag	F_ewRow1_real	F_ewRow1_imag	F_ewRow2_real	F_ewRow2_imag
	6	-1	de.bzus.flame.process.PauliFlame	54,00000	-24,00000	24,00000	-40,00000	 5668	3400	2	4	0,94609	0,94609	0,94609	198	202	220	210	199	206	207	176	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	224	202	198	228	233	210	220	216	234	207	199	206	221	219	207	176	40,00000	17,00000	14,00000	-41,00000	12,00000	29,00000	12,00000	-69,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	0	de.bzus.flame.process.PauliFlame	132,00000	-27,00000	22,00000	-65,00000	22862	2307	2	4	0,65420	0,65420	0,65420	125	124	108	120	123	112	165	146	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	162	124	125	170	148	120	108	120	155	139	123	112	193	197	165	146	65,00000	5,00000	67,00000	-32,00000	13,00000	32,00000	9,00000	-97,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	1	de.bzus.flame.process.PauliFlame	158,00000	-18,00000	34,00000	-78,00000	32528	2324	2	4	0,69215	0,69215	0,69215	130	142	98	103	123	105	170	154	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	183	142	130	186	141	103	98	107	142	143	123	105	194	203	170	154	77,00000	5,00000	81,00000	-23,00000	5,00000	15,00000	29,00000	-93,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	2	de.bzus.flame.process.PauliFlame	164,00000	-31,00000	38,00000	-119,00000	43462	2199	2	4	0,92053	0,92053	0,92053	140	149	92	83	102	94	149	127	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	206	149	140	211	127	83	92	96	124	135	102	94	171	193	149	127	88,00000	4,00000	76,00000	-35,00000	-6,00000	9,00000	44,00000	-128,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	3	de.bzus.flame.process.PauliFlame	147,00000	-58,00000	65,00000	-92,00000	37662	2037	2	4	0,89362	0,89362	0,89362	138	146	76	72	87	86	141	129	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	213	146	138	212	107	72	76	81	111	123	87	86	145	170	141	129	79,00000	-25,00000	68,00000	-33,00000	-6,00000	15,00000	71,00000	-107,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	4	de.bzus.flame.process.PauliFlame	167,00000	-42,00000	91,00000	-126,00000	53810	1875	2	4	0,98957	0,98957	0,98957	146	157	59	58	82	78	102	84	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	240	157	146	228	94	58	59	71	101	122	82	78	102	145	108	84	88,00000	-10,00000	79,00000	-32,00000	-9,00000	6,00000	100,00000	-132,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	5	de.bzus.flame.process.PauliFlame	214,00000	-47,00000	122,00000	-145,00000	83914	1811	2	4	0,97922	0,97922	0,97922	147	156	45	53	76	66	86	76	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	262	156	147	237	98	53	45	68	89	120	76	66	86	138	94	76	107,00000	-19,00000	107,00000	-28,00000	-1,00000	-2,00000	123,00000	-143,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	6	de.bzus.flame.process.PauliFlame	216,00000	-33,00000	154,00000	-141,00000	91342	1939	2	4	0,99794	0,99794	0,99794	173	185	50	63	74	80	81	71	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	289	185	173	259	119	63	50	76	86	113	74	80	81	137	83	71	114,00000	-8,00000	102,00000	-25,00000	36,00000	-1,00000	118,00000	-140,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	7	de.bzus.flame.process.PauliFlame	231,00000	-53,00000	161,00000	-111,00000	94412	1950	2	4	0,96394	0,96394	0,96394	182	189	61	74	51	60	78	76	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	299	189	182	260	140	74	61	85	80	99	51	60	78	134	82	76	113,00000	-13,00000	118,00000	-40,00000	40,00000	18,00000	121,00000	-129,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	8	de.bzus.flame.process.PauliFlame	237,00000	10,00000	167,00000	-88,00000	91902	2099	2	4	0,94958	0,94958	0,94958	180	221	91	81	61	59	73	70	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	322	221	180	237	151	81	91	104	92	114	61	59	73	150	93	70	122,00000	64,00000	115,00000	-54,00000	5,00000	8,00000	162,00000	-96,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	9	de.bzus.flame.process.PauliFlame	281,00000	40,00000	165,00000	-34,00000	108942	2273	2	4	0,77059	0,77059	0,77059	169	201	87	100	73	67	106	105	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	323	208	169	201	156	100	87	104	116	146	73	67	106	185	127	105	133,00000	87,00000	148,00000	-47,00000	-10,00000	39,00000	175,00000	-73,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	10	de.bzus.flame.process.PauliFlame	287,00000	-7,00000	161,00000	-45,00000	110364	2732	2	4	0,75639	0,75639	0,75639	211	223	93	105	120	109	127	144	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	359	223	211	242	169	105	93	112	156	204	120	109	127	199	159	144	116,00000	36,00000	171,00000	-43,00000	-19,00000	29,00000	180,00000	-74,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	11	de.bzus.flame.process.PauliFlame	302,00000	-28,00000	172,00000	-12,00000	121716	3058	2	4	0,73835	0,73835	0,73835	234	253	108	110	148	145	136	152	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	387	255	234	253	192	110	108	132	195	247	148	145	136	191	173	152	116,00000	41,00000	186,00000	-69,00000	-18,00000	25,00000	190,00000	-37,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	12	de.bzus.flame.process.PauliFlame	332,00000	-46,00000	172,00000	-28,00000	142708	3292	2	4	0,67006	0,67006	0,67006	235	247	135	132	190	175	140	142	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	409	247	235	260	213	132	135	156	232	283	190	175	140	175	168	142	146,00000	20,00000	186,00000	-66,00000	-30,00000	18,00000	202,00000	-46,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	13	de.bzus.flame.process.PauliFlame	310,00000	-57,00000	190,00000	-81,00000	142010	3611	2	4	0,84065	0,84065	0,84065	288	287	158	141	231	214	114	114	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	456	287	288	300	240	141	158	197	257	311	231	214	114	152	151	114	131,00000	25,00000	179,00000	-82,00000	-15,00000	-30,00000	205,00000	-51,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	14	de.bzus.flame.process.PauliFlame	252,00000	-76,00000	182,00000	-118,00000	116328	3478	2	4	0,96348	0,96348	0,96348	269	258	188	157	205	194	98	99	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	440	258	269	302	234	157	188	210	233	287	205	194	98	148	156	99	113,00000	5,00000	139,00000	-81,00000	-47,00000	-25,00000	229,00000	-93,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	15	de.bzus.flame.process.PauliFlame	231,00000	-62,00000	205,00000	-34,00000	100386	3203	2	4	0,98048	0,98048	0,98048	242	259	155	146	157	173	100	111	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	421	259	242	273	194	146	155	180	215	254	157	173	100	155	168	111	111,00000	30,00000	120,00000	-92,00000	-42,00000	24,00000	247,00000	-58,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	16	de.bzus.flame.process.PauliFlame	204,00000	-47,00000	178,00000	-67,00000	79998	2939	2	4	0,99085	0,99085	0,99085	226	233	124	105	160	161	109	110	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	396	233	226	243	145	105	124	152	199	241	160	161	109	159	176	110	103,00000	39,00000	101,00000	-86,00000	-59,00000	-8,00000	237,00000	-59,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	17	de.bzus.flame.process.PauliFlame	254,00000	11,00000	140,00000	-3,00000	84246	2743	2	4	0,71433	0,71433	0,71433	201	202	98	101	140	129	135	125	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	377	225	201	202	119	101	98	120	183	232	140	129	135	175	181	125	130,00000	73,00000	124,00000	-62,00000	-82,00000	24,00000	222,00000	-27,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	18	de.bzus.flame.process.PauliFlame	244,00000	-15,00000	88,00000	11,00000	67626	3385	2	4	0,41110	0,41110	0,41110	264	262	99	93	187	174	187	183	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	420	277	264	262	109	93	99	110	244	307	187	174	187	227	242	183	101,00000	59,00000	143,00000	-74,00000	-123,00000	40,00000	211,00000	-29,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	19	de.bzus.flame.process.PauliFlame	235,00000	-23,00000	115,00000	-1,00000	68980	4262	2	4	0,61990	0,61990	0,61990	339	339	96	86	306	292	206	218	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	499	356	339	339	111	86	96	115	353	419	306	292	206	254	273	218	93,00000	53,00000	142,00000	-76,00000	-112,00000	18,00000	227,00000	-19,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	20	de.bzus.flame.process.PauliFlame	216,00000	-21,00000	94,00000	-25,00000	56558	4603	2	4	0,55719	0,55719	0,55719	371	361	98	103	340	338	228	223	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	503	361	371	361	121	103	98	126	394	464	340	338	228	279	293	223	67,00000	56,00000	149,00000	-77,00000	-103,00000	31,00000	197,00000	-56,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	21	de.bzus.flame.process.PauliFlame	181,00000	-5,00000	111,00000	-23,00000	45636	4840	2	4	0,80916	0,80916	0,80916	372	354	109	123	385	399	218	217	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	478	354	372	354	149	123	109	137	450	510	385	399	218	291	294	217	30,00000	74,00000	151,00000	-79,00000	-71,00000	51,00000	182,00000	-74,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	22	de.bzus.flame.process.PauliFlame	136,00000	-33,00000	82,00000	-53,00000	29118	4127	2	4	0,88083	0,88083	0,88083	301	264	109	100	354	351	185	205	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	383	264	301	284	136	100	109	123	379	453	354	351	185	240	260	205	7,00000	15,00000	129,00000	-48,00000	-75,00000	2,00000	157,00000	-55,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	23	de.bzus.flame.process.PauliFlame	128,00000	-50,00000	56,00000	-24,00000	22596	3748	2	4	0,54916	0,54916	0,54916	219	205	98	82	266	273	248	269	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	307	205	219	215	102	82	98	109	309	404	266	273	248	299	343	269	-7,00000	20,00000	135,00000	-70,00000	-127,00000	16,00000	183,00000	-40,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	24	de.bzus.flame.process.PauliFlame	137,00000	-26,00000	21,00000	-66,00000	24242	4167	2	4	0,63489	0,63489	0,63489	239	216	100	80	333	328	291	281	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	318	216	239	222	100	80	100	120	366	467	333	328	291	334	372	281	-2,00000	47,00000	139,00000	-73,00000	-139,00000	-7,00000	160,00000	-59,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	25	de.bzus.flame.process.PauliFlame	127,00000	9,00000	25,00000	-71,00000	21876	4394	2	4	0,76769	0,76769	0,76769	231	211	87	94	384	375	303	292	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	290	218	231	211	104	94	87	132	406	518	384	375	303	354	395	292	-33,00000	69,00000	160,00000	-60,00000	-126,00000	-16,00000	151,00000	-55,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	26	de.bzus.flame.process.PauliFlame	165,00000	-1,00000	3,00000	-67,00000	31724	4018	2	4	0,48673	0,48673	0,48673	177	172	82	92	339	313	310	308	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	246	172	177	181	97	92	82	117	356	477	339	313	310	358	393	308	-14,00000	41,00000	179,00000	-42,00000	-149,00000	-8,00000	152,00000	-59,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	27	de.bzus.flame.process.PauliFlame	176,00000	-21,00000	-12,00000	-39,00000	33082	4647	2	4	0,19119	0,19119	0,19119	191	184	99	101	397	381	374	384	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	264	184	191	195	108	101	99	120	428	549	397	381	374	424	448	384	-1,00000	29,00000	177,00000	-50,00000	-159,00000	12,00000	147,00000	-51,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	28	de.bzus.flame.process.PauliFlame	181,00000	-12,00000	5,00000	-60,00000	36530	5697	2	4	0,35754	0,35754	0,35754	235	243	113	116	545	518	416	432	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	317	243	235	261	124	116	113	134	571	690	545	518	416	482	500	432	-2,00000	32,00000	183,00000	-44,00000	-161,00000	8,00000	166,00000	-68,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	29	de.bzus.flame.process.PauliFlame	189,00000	-7,00000	9,00000	-87,00000	43420	5928	2	4	0,58058	0,58058	0,58058	274	273	115	114	588	571	393	404	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	360	273	274	297	128	114	115	137	603	740	588	571	393	459	472	404	7,00000	31,00000	182,00000	-38,00000	-156,00000	-8,00000	165,00000	-79,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	30	de.bzus.flame.process.PauliFlame	215,00000	-4,00000	27,00000	-90,00000	55070	5935	2	4	0,53848	0,53848	0,53848	263	274	109	109	570	540	424	413	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	371	274	263	295	122	109	109	135	591	726	570	540	424	477	516	413	16,00000	43,00000	199,00000	-47,00000	-173,00000	-5,00000	200,00000	-85,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	31	de.bzus.flame.process.PauliFlame	206,00000	-11,00000	32,00000	-71,00000	48622	6355	2	4	0,43671	0,43671	0,43671	289	290	105	110	578	568	484	473	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	405	290	289	313	108	110	105	128	630	745	578	568	484	555	574	473	26,00000	59,00000	180,00000	-70,00000	-174,00000	34,00000	206,00000	-105,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	32	de.bzus.flame.process.PauliFlame	171,00000	-20,00000	49,00000	-58,00000	35406	6461	2	4	0,54525	0,54525	0,54525	325	334	95	103	635	651	425	409	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	446	334	325	355	95	103	106	121	680	795	635	651	425	473	508	409	38,00000	43,00000	133,00000	-63,00000	-155,00000	27,00000	204,00000	-85,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	33	de.bzus.flame.process.PauliFlame	176,00000	-44,00000	54,00000	-56,00000	38964	6196	2	4	0,52479	0,52479	0,52479	346	348	79	92	573	578	396	420	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	474	348	346	390	79	92	92	100	607	742	573	578	396	460	499	420	25,00000	-2,00000	151,00000	-42,00000	-177,00000	26,00000	231,00000	-82,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
